,param_comb,alpha,beta,Lambda,sigma,run,episode,steps,reward
599,5.0,0.1,0.0,0.5,1.0,0.0,99.0,196.0,-196.0
600,6.0,0.1,0.0,0.9,0.0,0.0,0.0,1288.0,-1288.0
601,6.0,0.1,0.0,0.9,0.0,0.0,1.0,1838.0,-1838.0
602,6.0,0.1,0.0,0.9,0.0,0.0,2.0,1331.0,-1331.0
603,6.0,0.1,0.0,0.9,0.0,0.0,3.0,215.0,-215.0
604,6.0,0.1,0.0,0.9,0.0,0.0,4.0,906.0,-906.0
605,6.0,0.1,0.0,0.9,0.0,0.0,5.0,717.0,-717.0
606,6.0,0.1,0.0,0.9,0.0,0.0,6.0,1878.0,-1878.0
607,6.0,0.1,0.0,0.9,0.0,0.0,7.0,327.0,-327.0
608,6.0,0.1,0.0,0.9,0.0,0.0,8.0,788.0,-788.0
609,6.0,0.1,0.0,0.9,0.0,0.0,9.0,394.0,-394.0
610,6.0,0.1,0.0,0.9,0.0,0.0,10.0,344.0,-344.0
611,6.0,0.1,0.0,0.9,0.0,0.0,11.0,510.0,-510.0
612,6.0,0.1,0.0,0.9,0.0,0.0,12.0,233.0,-233.0
613,6.0,0.1,0.0,0.9,0.0,0.0,13.0,405.0,-405.0
614,6.0,0.1,0.0,0.9,0.0,0.0,14.0,231.0,-231.0
615,6.0,0.1,0.0,0.9,0.0,0.0,15.0,279.0,-279.0
616,6.0,0.1,0.0,0.9,0.0,0.0,16.0,254.0,-254.0
617,6.0,0.1,0.0,0.9,0.0,0.0,17.0,229.0,-229.0
618,6.0,0.1,0.0,0.9,0.0,0.0,18.0,474.0,-474.0
619,6.0,0.1,0.0,0.9,0.0,0.0,19.0,157.0,-157.0
620,6.0,0.1,0.0,0.9,0.0,0.0,20.0,149.0,-149.0
621,6.0,0.1,0.0,0.9,0.0,0.0,21.0,160.0,-160.0
622,6.0,0.1,0.0,0.9,0.0,0.0,22.0,179.0,-179.0
623,6.0,0.1,0.0,0.9,0.0,0.0,23.0,167.0,-167.0
624,6.0,0.1,0.0,0.9,0.0,0.0,24.0,141.0,-141.0
625,6.0,0.1,0.0,0.9,0.0,0.0,25.0,186.0,-186.0
626,6.0,0.1,0.0,0.9,0.0,0.0,26.0,198.0,-198.0
627,6.0,0.1,0.0,0.9,0.0,0.0,27.0,197.0,-197.0
628,6.0,0.1,0.0,0.9,0.0,0.0,28.0,247.0,-247.0
629,6.0,0.1,0.0,0.9,0.0,0.0,29.0,121.0,-121.0
630,6.0,0.1,0.0,0.9,0.0,0.0,30.0,110.0,-110.0
631,6.0,0.1,0.0,0.9,0.0,0.0,31.0,158.0,-158.0
632,6.0,0.1,0.0,0.9,0.0,0.0,32.0,110.0,-110.0
633,6.0,0.1,0.0,0.9,0.0,0.0,33.0,151.0,-151.0
634,6.0,0.1,0.0,0.9,0.0,0.0,34.0,146.0,-146.0
635,6.0,0.1,0.0,0.9,0.0,0.0,35.0,143.0,-143.0
636,6.0,0.1,0.0,0.9,0.0,0.0,36.0,157.0,-157.0
637,6.0,0.1,0.0,0.9,0.0,0.0,37.0,172.0,-172.0
638,6.0,0.1,0.0,0.9,0.0,0.0,38.0,109.0,-109.0
639,6.0,0.1,0.0,0.9,0.0,0.0,39.0,105.0,-105.0
640,6.0,0.1,0.0,0.9,0.0,0.0,40.0,143.0,-143.0
641,6.0,0.1,0.0,0.9,0.0,0.0,41.0,172.0,-172.0
642,6.0,0.1,0.0,0.9,0.0,0.0,42.0,115.0,-115.0
643,6.0,0.1,0.0,0.9,0.0,0.0,43.0,131.0,-131.0
644,6.0,0.1,0.0,0.9,0.0,0.0,44.0,143.0,-143.0
645,6.0,0.1,0.0,0.9,0.0,0.0,45.0,208.0,-208.0
646,6.0,0.1,0.0,0.9,0.0,0.0,46.0,147.0,-147.0
647,6.0,0.1,0.0,0.9,0.0,0.0,47.0,144.0,-144.0
648,6.0,0.1,0.0,0.9,0.0,0.0,48.0,152.0,-152.0
649,6.0,0.1,0.0,0.9,0.0,0.0,49.0,152.0,-152.0
650,6.0,0.1,0.0,0.9,0.0,0.0,50.0,150.0,-150.0
651,6.0,0.1,0.0,0.9,0.0,0.0,51.0,143.0,-143.0
652,6.0,0.1,0.0,0.9,0.0,0.0,52.0,150.0,-150.0
653,6.0,0.1,0.0,0.9,0.0,0.0,53.0,108.0,-108.0
654,6.0,0.1,0.0,0.9,0.0,0.0,54.0,139.0,-139.0
655,6.0,0.1,0.0,0.9,0.0,0.0,55.0,122.0,-122.0
656,6.0,0.1,0.0,0.9,0.0,0.0,56.0,172.0,-172.0
657,6.0,0.1,0.0,0.9,0.0,0.0,57.0,114.0,-114.0
658,6.0,0.1,0.0,0.9,0.0,0.0,58.0,108.0,-108.0
659,6.0,0.1,0.0,0.9,0.0,0.0,59.0,115.0,-115.0
660,6.0,0.1,0.0,0.9,0.0,0.0,60.0,110.0,-110.0
661,6.0,0.1,0.0,0.9,0.0,0.0,61.0,146.0,-146.0
662,6.0,0.1,0.0,0.9,0.0,0.0,62.0,108.0,-108.0
663,6.0,0.1,0.0,0.9,0.0,0.0,63.0,130.0,-130.0
664,6.0,0.1,0.0,0.9,0.0,0.0,64.0,110.0,-110.0
665,6.0,0.1,0.0,0.9,0.0,0.0,65.0,109.0,-109.0
666,6.0,0.1,0.0,0.9,0.0,0.0,66.0,111.0,-111.0
667,6.0,0.1,0.0,0.9,0.0,0.0,67.0,180.0,-180.0
668,6.0,0.1,0.0,0.9,0.0,0.0,68.0,114.0,-114.0
669,6.0,0.1,0.0,0.9,0.0,0.0,69.0,110.0,-110.0
670,6.0,0.1,0.0,0.9,0.0,0.0,70.0,108.0,-108.0
671,6.0,0.1,0.0,0.9,0.0,0.0,71.0,109.0,-109.0
672,6.0,0.1,0.0,0.9,0.0,0.0,72.0,156.0,-156.0
673,6.0,0.1,0.0,0.9,0.0,0.0,73.0,115.0,-115.0
674,6.0,0.1,0.0,0.9,0.0,0.0,74.0,115.0,-115.0
675,6.0,0.1,0.0,0.9,0.0,0.0,75.0,138.0,-138.0
676,6.0,0.1,0.0,0.9,0.0,0.0,76.0,110.0,-110.0
677,6.0,0.1,0.0,0.9,0.0,0.0,77.0,190.0,-190.0
678,6.0,0.1,0.0,0.9,0.0,0.0,78.0,157.0,-157.0
679,6.0,0.1,0.0,0.9,0.0,0.0,79.0,105.0,-105.0
680,6.0,0.1,0.0,0.9,0.0,0.0,80.0,163.0,-163.0
681,6.0,0.1,0.0,0.9,0.0,0.0,81.0,150.0,-150.0
682,6.0,0.1,0.0,0.9,0.0,0.0,82.0,182.0,-182.0
683,6.0,0.1,0.0,0.9,0.0,0.0,83.0,147.0,-147.0
684,6.0,0.1,0.0,0.9,0.0,0.0,84.0,143.0,-143.0
685,6.0,0.1,0.0,0.9,0.0,0.0,85.0,162.0,-162.0
686,6.0,0.1,0.0,0.9,0.0,0.0,86.0,145.0,-145.0
687,6.0,0.1,0.0,0.9,0.0,0.0,87.0,108.0,-108.0
688,6.0,0.1,0.0,0.9,0.0,0.0,88.0,108.0,-108.0
689,6.0,0.1,0.0,0.9,0.0,0.0,89.0,106.0,-106.0
690,6.0,0.1,0.0,0.9,0.0,0.0,90.0,147.0,-147.0
691,6.0,0.1,0.0,0.9,0.0,0.0,91.0,110.0,-110.0
692,6.0,0.1,0.0,0.9,0.0,0.0,92.0,108.0,-108.0
693,6.0,0.1,0.0,0.9,0.0,0.0,93.0,157.0,-157.0
694,6.0,0.1,0.0,0.9,0.0,0.0,94.0,110.0,-110.0
695,6.0,0.1,0.0,0.9,0.0,0.0,95.0,107.0,-107.0
696,6.0,0.1,0.0,0.9,0.0,0.0,96.0,171.0,-171.0
697,6.0,0.1,0.0,0.9,0.0,0.0,97.0,173.0,-173.0
698,6.0,0.1,0.0,0.9,0.0,0.0,98.0,108.0,-108.0
699,6.0,0.1,0.0,0.9,0.0,0.0,99.0,174.0,-174.0
700,7.0,0.1,0.0,0.9,0.5,0.0,0.0,1447.0,-1447.0
701,7.0,0.1,0.0,0.9,0.5,0.0,1.0,2117.0,-2117.0
702,7.0,0.1,0.0,0.9,0.5,0.0,2.0,923.0,-923.0
703,7.0,0.1,0.0,0.9,0.5,0.0,3.0,727.0,-727.0
704,7.0,0.1,0.0,0.9,0.5,0.0,4.0,866.0,-866.0
705,7.0,0.1,0.0,0.9,0.5,0.0,5.0,253.0,-253.0
706,7.0,0.1,0.0,0.9,0.5,0.0,6.0,1010.0,-1010.0
707,7.0,0.1,0.0,0.9,0.5,0.0,7.0,407.0,-407.0
708,7.0,0.1,0.0,0.9,0.5,0.0,8.0,576.0,-576.0
709,7.0,0.1,0.0,0.9,0.5,0.0,9.0,175.0,-175.0
710,7.0,0.1,0.0,0.9,0.5,0.0,10.0,623.0,-623.0
711,7.0,0.1,0.0,0.9,0.5,0.0,11.0,240.0,-240.0
712,7.0,0.1,0.0,0.9,0.5,0.0,12.0,392.0,-392.0
713,7.0,0.1,0.0,0.9,0.5,0.0,13.0,238.0,-238.0
714,7.0,0.1,0.0,0.9,0.5,0.0,14.0,464.0,-464.0
715,7.0,0.1,0.0,0.9,0.5,0.0,15.0,164.0,-164.0
716,7.0,0.1,0.0,0.9,0.5,0.0,16.0,145.0,-145.0
717,7.0,0.1,0.0,0.9,0.5,0.0,17.0,383.0,-383.0
718,7.0,0.1,0.0,0.9,0.5,0.0,18.0,158.0,-158.0
719,7.0,0.1,0.0,0.9,0.5,0.0,19.0,142.0,-142.0
720,7.0,0.1,0.0,0.9,0.5,0.0,20.0,132.0,-132.0
721,7.0,0.1,0.0,0.9,0.5,0.0,21.0,150.0,-150.0
722,7.0,0.1,0.0,0.9,0.5,0.0,22.0,190.0,-190.0
723,7.0,0.1,0.0,0.9,0.5,0.0,23.0,194.0,-194.0
724,7.0,0.1,0.0,0.9,0.5,0.0,24.0,147.0,-147.0
725,7.0,0.1,0.0,0.9,0.5,0.0,25.0,186.0,-186.0
726,7.0,0.1,0.0,0.9,0.5,0.0,26.0,155.0,-155.0
727,7.0,0.1,0.0,0.9,0.5,0.0,27.0,198.0,-198.0
728,7.0,0.1,0.0,0.9,0.5,0.0,28.0,180.0,-180.0
729,7.0,0.1,0.0,0.9,0.5,0.0,29.0,151.0,-151.0
730,7.0,0.1,0.0,0.9,0.5,0.0,30.0,142.0,-142.0
731,7.0,0.1,0.0,0.9,0.5,0.0,31.0,151.0,-151.0
732,7.0,0.1,0.0,0.9,0.5,0.0,32.0,140.0,-140.0
733,7.0,0.1,0.0,0.9,0.5,0.0,33.0,138.0,-138.0
734,7.0,0.1,0.0,0.9,0.5,0.0,34.0,151.0,-151.0
735,7.0,0.1,0.0,0.9,0.5,0.0,35.0,149.0,-149.0
736,7.0,0.1,0.0,0.9,0.5,0.0,36.0,149.0,-149.0
737,7.0,0.1,0.0,0.9,0.5,0.0,37.0,142.0,-142.0
738,7.0,0.1,0.0,0.9,0.5,0.0,38.0,143.0,-143.0
739,7.0,0.1,0.0,0.9,0.5,0.0,39.0,151.0,-151.0
740,7.0,0.1,0.0,0.9,0.5,0.0,40.0,143.0,-143.0
741,7.0,0.1,0.0,0.9,0.5,0.0,41.0,154.0,-154.0
742,7.0,0.1,0.0,0.9,0.5,0.0,42.0,108.0,-108.0
743,7.0,0.1,0.0,0.9,0.5,0.0,43.0,188.0,-188.0
744,7.0,0.1,0.0,0.9,0.5,0.0,44.0,155.0,-155.0
745,7.0,0.1,0.0,0.9,0.5,0.0,45.0,145.0,-145.0
746,7.0,0.1,0.0,0.9,0.5,0.0,46.0,114.0,-114.0
747,7.0,0.1,0.0,0.9,0.5,0.0,47.0,114.0,-114.0
748,7.0,0.1,0.0,0.9,0.5,0.0,48.0,162.0,-162.0
749,7.0,0.1,0.0,0.9,0.5,0.0,49.0,145.0,-145.0
750,7.0,0.1,0.0,0.9,0.5,0.0,50.0,122.0,-122.0
751,7.0,0.1,0.0,0.9,0.5,0.0,51.0,120.0,-120.0
752,7.0,0.1,0.0,0.9,0.5,0.0,52.0,109.0,-109.0
753,7.0,0.1,0.0,0.9,0.5,0.0,53.0,149.0,-149.0
754,7.0,0.1,0.0,0.9,0.5,0.0,54.0,111.0,-111.0
755,7.0,0.1,0.0,0.9,0.5,0.0,55.0,112.0,-112.0
756,7.0,0.1,0.0,0.9,0.5,0.0,56.0,96.0,-96.0
757,7.0,0.1,0.0,0.9,0.5,0.0,57.0,154.0,-154.0
758,7.0,0.1,0.0,0.9,0.5,0.0,58.0,106.0,-106.0
759,7.0,0.1,0.0,0.9,0.5,0.0,59.0,190.0,-190.0
760,7.0,0.1,0.0,0.9,0.5,0.0,60.0,105.0,-105.0
761,7.0,0.1,0.0,0.9,0.5,0.0,61.0,107.0,-107.0
762,7.0,0.1,0.0,0.9,0.5,0.0,62.0,146.0,-146.0
763,7.0,0.1,0.0,0.9,0.5,0.0,63.0,117.0,-117.0
764,7.0,0.1,0.0,0.9,0.5,0.0,64.0,149.0,-149.0
765,7.0,0.1,0.0,0.9,0.5,0.0,65.0,138.0,-138.0
766,7.0,0.1,0.0,0.9,0.5,0.0,66.0,140.0,-140.0
767,7.0,0.1,0.0,0.9,0.5,0.0,67.0,135.0,-135.0
768,7.0,0.1,0.0,0.9,0.5,0.0,68.0,109.0,-109.0
769,7.0,0.1,0.0,0.9,0.5,0.0,69.0,110.0,-110.0
770,7.0,0.1,0.0,0.9,0.5,0.0,70.0,137.0,-137.0
771,7.0,0.1,0.0,0.9,0.5,0.0,71.0,101.0,-101.0
772,7.0,0.1,0.0,0.9,0.5,0.0,72.0,177.0,-177.0
773,7.0,0.1,0.0,0.9,0.5,0.0,73.0,144.0,-144.0
774,7.0,0.1,0.0,0.9,0.5,0.0,74.0,111.0,-111.0
775,7.0,0.1,0.0,0.9,0.5,0.0,75.0,158.0,-158.0
776,7.0,0.1,0.0,0.9,0.5,0.0,76.0,126.0,-126.0
777,7.0,0.1,0.0,0.9,0.5,0.0,77.0,196.0,-196.0
778,7.0,0.1,0.0,0.9,0.5,0.0,78.0,165.0,-165.0
779,7.0,0.1,0.0,0.9,0.5,0.0,79.0,148.0,-148.0
780,7.0,0.1,0.0,0.9,0.5,0.0,80.0,176.0,-176.0
781,7.0,0.1,0.0,0.9,0.5,0.0,81.0,152.0,-152.0
782,7.0,0.1,0.0,0.9,0.5,0.0,82.0,111.0,-111.0
783,7.0,0.1,0.0,0.9,0.5,0.0,83.0,109.0,-109.0
784,7.0,0.1,0.0,0.9,0.5,0.0,84.0,110.0,-110.0
785,7.0,0.1,0.0,0.9,0.5,0.0,85.0,159.0,-159.0
786,7.0,0.1,0.0,0.9,0.5,0.0,86.0,176.0,-176.0
787,7.0,0.1,0.0,0.9,0.5,0.0,87.0,107.0,-107.0
788,7.0,0.1,0.0,0.9,0.5,0.0,88.0,159.0,-159.0
789,7.0,0.1,0.0,0.9,0.5,0.0,89.0,109.0,-109.0
790,7.0,0.1,0.0,0.9,0.5,0.0,90.0,110.0,-110.0
791,7.0,0.1,0.0,0.9,0.5,0.0,91.0,184.0,-184.0
792,7.0,0.1,0.0,0.9,0.5,0.0,92.0,113.0,-113.0
793,7.0,0.1,0.0,0.9,0.5,0.0,93.0,172.0,-172.0
794,7.0,0.1,0.0,0.9,0.5,0.0,94.0,149.0,-149.0
795,7.0,0.1,0.0,0.9,0.5,0.0,95.0,107.0,-107.0
796,7.0,0.1,0.0,0.9,0.5,0.0,96.0,156.0,-156.0
797,7.0,0.1,0.0,0.9,0.5,0.0,97.0,108.0,-108.0
798,7.0,0.1,0.0,0.9,0.5,0.0,98.0,167.0,-167.0
799,7.0,0.1,0.0,0.9,0.5,0.0,99.0,111.0,-111.0
800,8.0,0.1,0.0,0.9,1.0,0.0,0.0,1643.0,-1643.0
801,8.0,0.1,0.0,0.9,1.0,0.0,1.0,2433.0,-2433.0
802,8.0,0.1,0.0,0.9,1.0,0.0,2.0,442.0,-442.0
803,8.0,0.1,0.0,0.9,1.0,0.0,3.0,1226.0,-1226.0
804,8.0,0.1,0.0,0.9,1.0,0.0,4.0,487.0,-487.0
805,8.0,0.1,0.0,0.9,1.0,0.0,5.0,523.0,-523.0
806,8.0,0.1,0.0,0.9,1.0,0.0,6.0,237.0,-237.0
807,8.0,0.1,0.0,0.9,1.0,0.0,7.0,276.0,-276.0
808,8.0,0.1,0.0,0.9,1.0,0.0,8.0,351.0,-351.0
809,8.0,0.1,0.0,0.9,1.0,0.0,9.0,314.0,-314.0
810,8.0,0.1,0.0,0.9,1.0,0.0,10.0,273.0,-273.0
811,8.0,0.1,0.0,0.9,1.0,0.0,11.0,189.0,-189.0
812,8.0,0.1,0.0,0.9,1.0,0.0,12.0,253.0,-253.0
813,8.0,0.1,0.0,0.9,1.0,0.0,13.0,195.0,-195.0
814,8.0,0.1,0.0,0.9,1.0,0.0,14.0,251.0,-251.0
815,8.0,0.1,0.0,0.9,1.0,0.0,15.0,375.0,-375.0
816,8.0,0.1,0.0,0.9,1.0,0.0,16.0,266.0,-266.0
817,8.0,0.1,0.0,0.9,1.0,0.0,17.0,249.0,-249.0
818,8.0,0.1,0.0,0.9,1.0,0.0,18.0,163.0,-163.0
819,8.0,0.1,0.0,0.9,1.0,0.0,19.0,151.0,-151.0
820,8.0,0.1,0.0,0.9,1.0,0.0,20.0,146.0,-146.0
821,8.0,0.1,0.0,0.9,1.0,0.0,21.0,135.0,-135.0
822,8.0,0.1,0.0,0.9,1.0,0.0,22.0,145.0,-145.0
823,8.0,0.1,0.0,0.9,1.0,0.0,23.0,122.0,-122.0
824,8.0,0.1,0.0,0.9,1.0,0.0,24.0,147.0,-147.0
825,8.0,0.1,0.0,0.9,1.0,0.0,25.0,120.0,-120.0
826,8.0,0.1,0.0,0.9,1.0,0.0,26.0,123.0,-123.0
827,8.0,0.1,0.0,0.9,1.0,0.0,27.0,178.0,-178.0
828,8.0,0.1,0.0,0.9,1.0,0.0,28.0,117.0,-117.0
829,8.0,0.1,0.0,0.9,1.0,0.0,29.0,112.0,-112.0
830,8.0,0.1,0.0,0.9,1.0,0.0,30.0,181.0,-181.0
831,8.0,0.1,0.0,0.9,1.0,0.0,31.0,114.0,-114.0
832,8.0,0.1,0.0,0.9,1.0,0.0,32.0,142.0,-142.0
833,8.0,0.1,0.0,0.9,1.0,0.0,33.0,143.0,-143.0
834,8.0,0.1,0.0,0.9,1.0,0.0,34.0,112.0,-112.0
835,8.0,0.1,0.0,0.9,1.0,0.0,35.0,113.0,-113.0
836,8.0,0.1,0.0,0.9,1.0,0.0,36.0,117.0,-117.0
837,8.0,0.1,0.0,0.9,1.0,0.0,37.0,121.0,-121.0
838,8.0,0.1,0.0,0.9,1.0,0.0,38.0,117.0,-117.0
839,8.0,0.1,0.0,0.9,1.0,0.0,39.0,158.0,-158.0
840,8.0,0.1,0.0,0.9,1.0,0.0,40.0,163.0,-163.0
841,8.0,0.1,0.0,0.9,1.0,0.0,41.0,114.0,-114.0
842,8.0,0.1,0.0,0.9,1.0,0.0,42.0,142.0,-142.0
843,8.0,0.1,0.0,0.9,1.0,0.0,43.0,140.0,-140.0
844,8.0,0.1,0.0,0.9,1.0,0.0,44.0,120.0,-120.0
845,8.0,0.1,0.0,0.9,1.0,0.0,45.0,149.0,-149.0
846,8.0,0.1,0.0,0.9,1.0,0.0,46.0,117.0,-117.0
847,8.0,0.1,0.0,0.9,1.0,0.0,47.0,120.0,-120.0
848,8.0,0.1,0.0,0.9,1.0,0.0,48.0,117.0,-117.0
849,8.0,0.1,0.0,0.9,1.0,0.0,49.0,152.0,-152.0
850,8.0,0.1,0.0,0.9,1.0,0.0,50.0,142.0,-142.0
851,8.0,0.1,0.0,0.9,1.0,0.0,51.0,120.0,-120.0
852,8.0,0.1,0.0,0.9,1.0,0.0,52.0,112.0,-112.0
853,8.0,0.1,0.0,0.9,1.0,0.0,53.0,141.0,-141.0
854,8.0,0.1,0.0,0.9,1.0,0.0,54.0,162.0,-162.0
855,8.0,0.1,0.0,0.9,1.0,0.0,55.0,115.0,-115.0
856,8.0,0.1,0.0,0.9,1.0,0.0,56.0,119.0,-119.0
857,8.0,0.1,0.0,0.9,1.0,0.0,57.0,117.0,-117.0
858,8.0,0.1,0.0,0.9,1.0,0.0,58.0,115.0,-115.0
859,8.0,0.1,0.0,0.9,1.0,0.0,59.0,119.0,-119.0
860,8.0,0.1,0.0,0.9,1.0,0.0,60.0,138.0,-138.0
861,8.0,0.1,0.0,0.9,1.0,0.0,61.0,110.0,-110.0
862,8.0,0.1,0.0,0.9,1.0,0.0,62.0,164.0,-164.0
863,8.0,0.1,0.0,0.9,1.0,0.0,63.0,146.0,-146.0
864,8.0,0.1,0.0,0.9,1.0,0.0,64.0,137.0,-137.0
865,8.0,0.1,0.0,0.9,1.0,0.0,65.0,134.0,-134.0
866,8.0,0.1,0.0,0.9,1.0,0.0,66.0,117.0,-117.0
867,8.0,0.1,0.0,0.9,1.0,0.0,67.0,118.0,-118.0
868,8.0,0.1,0.0,0.9,1.0,0.0,68.0,113.0,-113.0
869,8.0,0.1,0.0,0.9,1.0,0.0,69.0,141.0,-141.0
870,8.0,0.1,0.0,0.9,1.0,0.0,70.0,113.0,-113.0
871,8.0,0.1,0.0,0.9,1.0,0.0,71.0,110.0,-110.0
872,8.0,0.1,0.0,0.9,1.0,0.0,72.0,141.0,-141.0
873,8.0,0.1,0.0,0.9,1.0,0.0,73.0,134.0,-134.0
874,8.0,0.1,0.0,0.9,1.0,0.0,74.0,137.0,-137.0
875,8.0,0.1,0.0,0.9,1.0,0.0,75.0,135.0,-135.0
876,8.0,0.1,0.0,0.9,1.0,0.0,76.0,150.0,-150.0
877,8.0,0.1,0.0,0.9,1.0,0.0,77.0,132.0,-132.0
878,8.0,0.1,0.0,0.9,1.0,0.0,78.0,145.0,-145.0
879,8.0,0.1,0.0,0.9,1.0,0.0,79.0,109.0,-109.0
880,8.0,0.1,0.0,0.9,1.0,0.0,80.0,139.0,-139.0
881,8.0,0.1,0.0,0.9,1.0,0.0,81.0,148.0,-148.0
882,8.0,0.1,0.0,0.9,1.0,0.0,82.0,171.0,-171.0
883,8.0,0.1,0.0,0.9,1.0,0.0,83.0,189.0,-189.0
884,8.0,0.1,0.0,0.9,1.0,0.0,84.0,181.0,-181.0
885,8.0,0.1,0.0,0.9,1.0,0.0,85.0,114.0,-114.0
886,8.0,0.1,0.0,0.9,1.0,0.0,86.0,115.0,-115.0
887,8.0,0.1,0.0,0.9,1.0,0.0,87.0,120.0,-120.0
888,8.0,0.1,0.0,0.9,1.0,0.0,88.0,118.0,-118.0
889,8.0,0.1,0.0,0.9,1.0,0.0,89.0,114.0,-114.0
890,8.0,0.1,0.0,0.9,1.0,0.0,90.0,110.0,-110.0
891,8.0,0.1,0.0,0.9,1.0,0.0,91.0,118.0,-118.0
892,8.0,0.1,0.0,0.9,1.0,0.0,92.0,108.0,-108.0
893,8.0,0.1,0.0,0.9,1.0,0.0,93.0,172.0,-172.0
894,8.0,0.1,0.0,0.9,1.0,0.0,94.0,112.0,-112.0
895,8.0,0.1,0.0,0.9,1.0,0.0,95.0,148.0,-148.0
896,8.0,0.1,0.0,0.9,1.0,0.0,96.0,168.0,-168.0
897,8.0,0.1,0.0,0.9,1.0,0.0,97.0,144.0,-144.0
898,8.0,0.1,0.0,0.9,1.0,0.0,98.0,111.0,-111.0
899,8.0,0.1,0.0,0.9,1.0,0.0,99.0,184.0,-184.0
